ReviewTitle,ReviewBody,ReviewStar,Product,division
"Nice Product
","Voice quality is soo bad otherwise for lesting music it's value for money.
",1,Sennheiser CX 6.0BT,negative
"Worst earphone
","Looks like very cheap quality earphones
",1,Sennheiser CX 6.0BT,negative
"Good headset, but compared to on the ear headset ...
","Good headset, but compared to on the ear headset its not up to the mark. Sound quality is good, my suggestion is buy a apple headset for this price range which is really great compared to this one.
",3,Sennheiser CX 6.0BT,neutral
"Doesn't work well at all with One Plus
","The plug as well as the extension doesn't fit at all.Once it fits you's don't get to hear anything using the apps
",1,Sennheiser CX 6.0BT,negative
"What i came across that i mean its good, but the same sound i could get at ...
","Haan jee, to badi ummedo ke saath ye earphones liye the..But but but..What i came across that i mean its good, but the same sound i could get at 1/3 price, i thought SENNHEISER hai kuch out of the box, exceptional hoga but Seriously people at around 1500/-A BIG NO!!!So Lets Return it..!!
",3,Sennheiser CX 6.0BT,neutral
"Worst product
","Worst product. I bought it on dec 31, 2017. Now the issue i m facing is with the jack pin. When i ejected the pin, it broke.
",1,Sennheiser CX 6.0BT,negative
"Product failure after 6 months of use
","Earphones have stopped working after 6 months of use , buy Skullcandy instead
",1,Sennheiser CX 6.0BT,negative
"Poor output of this headphone
","Didn't like the product at all. Low bass quality. High priceIt's better to buy without Mike if not requiredDidn't meet the expectations at all
",1,Sennheiser CX 6.0BT,negative
"This earphone is loosing their sound and base as i ...
","This earphone is loosing their sound and base as i am using from 20 days only.. The base is very low now... can any one tell me how i can fixed this problem.
",2,Sennheiser CX 6.0BT,negative
"Volume decreased at left side
","I ordered sennheiser CX 275 S on 09/09/2018... now within 7 months volume at left side earbud has been deceased...my product is within guarantee
",1,Sennheiser CX 6.0BT,negative
"A bit of a disappointment
","Did not expect such cheap quality from sennheiser. Jbl has better earphones at half the price. Sound is good but dont like the quality.
",3,Sennheiser CX 6.0BT,neutral
"Not working after 4 months
","Sennheiser CX275 s Universal Mobile Headset (Black)I am so happy with this product when i purchased. But after 4 months its not working properly. Sound is not audible sometimes.
",2,Sennheiser CX 6.0BT,negative
"Not for bass lovers
","Sound quality is average. If you like bass then this is not for you. Instead go for Sony mdr xb55ap any day superior to cx275.
",3,Sennheiser CX 6.0BT,neutral
"cx180 and 213 are better.
","not as expected. cx180 and 213 are better.
",3,Sennheiser CX 6.0BT,neutral
"Bad quality despite huge pricing
","Cannot talk thru the mouth piece as the voice is so feable to tell other side person. Every time if a call comes I have to take out the handsfree and talk
",1,Sennheiser CX 6.0BT,negative
"Worst mic is stop working in 4 month
","Sound quality is good but it's mic stop working after 4 month.And the worst part is when I am trying to contact amazon customer service to get it's invoice they cut there call saying order found.
",2,Sennheiser CX 6.0BT,negative
"Normal headset
","No bass. This honestly disappointed me. At this price range there are many good headphones with better sound quality.
",1,Sennheiser CX 6.0BT,negative
"Those who want to have tangle free and durable head ...
","Those who want to have tangle free and durable head phones, this isn't it. Dont ever go for this product by looks and its very inconvenient to plug inside the ears.
",1,Sennheiser CX 6.0BT,negative
"Two Stars
","The sound is good. Ut there is a problem with the connector
",2,Sennheiser CX 6.0BT,negative
"DISAPPOINTED!!!!!
","Seriously it is not that standard of sound i expected from sennheiser. Very disappointed wned i hear it. You spend 17-18k for obviously better but out there many other company can give you  this or better sound  within half of it's price.It's is totaly my opinion after hearing it. It may vary to other person.
",2,Sennheiser CX 6.0BT,negative
"Not so great but original product
","Average headphone. What quality I expected out of sennheiser isnt exactly the same. I am shocked even though it's original product of sennheiser it is shockingly average.
",3,Sennheiser CX 6.0BT,neutral
"Sad that Sennheiser stopped sale of CX170
","Ok, for the price. It does not have the bass thumping effect as CX170(But does not have a mic).Sad that Sennheiser stopped sale of CX170, so went for the Sennheiser CX275.Bass : 3/5Treble : 4/5Noise isolation : 2/5Thanks
",3,Sennheiser CX 6.0BT,neutral
"Kind of ok product not so great by senheiser
","Kind of ok product not so great by senheiser, looks over priced, now a days at the same price we cane better ear phones by other brands like boat etc
",3,Sennheiser CX 6.0BT,neutral
"Ok product
","Mike is not clear
",2,Sennheiser CX 6.0BT,negative
"Does not work
","Worked well only for a few days, now one of the earphones don't work when connected to my laptop. Not happy with the product.
",1,Sennheiser CX 6.0BT,negative
"Not so good.
","I have same brand headphones. Those are good. Hence I bought this. But this headphones are disappointed.Sound quality is not good.
",1,Sennheiser CX 6.0BT,negative
"Problem with L shaped connector
","The first time I ordered, microphone and L shaped adaptor was not working. I had it replaced and the L adaptor issue persisted. Finally had to get a refund.
",3,Sennheiser CX 6.0BT,neutral
"Three Stars
","Clarity is very good, noice reduction also good.. But it is so louder that ears got irritated sometime...
",3,Sennheiser CX 6.0BT,neutral
"problem in left side
","i bought my earphomes on 10th jan now its left side not working properly what should i do now as it is in warranty period
",3,Sennheiser CX 6.0BT,neutral
"Not worth for money
","Worst product. The quality of the cable wire is very poor. Not worth for money. Don't go with features listed in description.
",1,Sennheiser CX 6.0BT,negative
"waste of Rs
","It's fake and I couldn't even use it for 2 months.left ear piece is not working. waste of Rs 1800
",1,Sennheiser CX 6.0BT,negative
"Three Stars
","Sound clarity at higher volumes is not great
",3,Sennheiser CX 6.0BT,neutral
"Poor product
","Had very high expectations. Worked fine for 3 months. Amazing sound quality, but then the problems started and now it's not working at all.
",1,Sennheiser CX 6.0BT,negative
"Plz dont buy it
","There is no audio adapter with headset and it is not original. Plz check qr code for authenticity
",1,Sennheiser CX 6.0BT,negative
"Nor worth for price
","Sound quality is poor when compare to MI headset. No BASS, very basic model headset. Not worth for price. Not find option to return this.
",1,Sennheiser CX 6.0BT,negative
"It's a decent sounding earphones which isn't very durable
","The build quality isn't well
",3,Sennheiser CX 6.0BT,neutral
"My expectations were higher
","No bass whatsoever. My head aches by listening to this. And this is Sennheiser. It's sad.
",1,Sennheiser CX 6.0BT,negative
"Don't buy
","Material is good but sound quality is really bad i am really a big fan of service and product by using cx 180 but this disappointed me
",1,Sennheiser CX 6.0BT,negative
"Stoppped Working in a few days
","The microphone stopped working in a few days and slowly the earphone to which mic is connected. I felt cheated!
",1,Sennheiser CX 6.0BT,negative
"Not as expected
","Not as expected. Comparing to other headphones in this range(Eg: JBL, Sony etc) Bass is not good. Quality of wires also not good as expected.
",2,Sennheiser CX 6.0BT,negative
"Three Stars
","Not recommend it. Try the cheap one not worth of this price.
",3,Sennheiser CX 6.0BT,neutral
"Worst product
","Worst productDon't buy this will b not for bass loversIts don't have a little bassGo for other brands
",1,Sennheiser CX 6.0BT,negative
"Decent quality
","Its an OK earphone, I only got this for the volume rockers! otherwise Sony's are much better sounding.
",3,Sennheiser CX 6.0BT,neutral
"Build quality very fragile. Sound is amazing.
","Build quality very fragile. Sound is amazing.
",1,Sennheiser CX 6.0BT,negative
"Very unbalanced sound. Sounds just plain weird. And ...
","Very unbalanced sound. Sounds just plain weird. And it's not an issue with the fit. Could be decent for just calls though, but you can probably get similar quality for much cheaper.
",2,Sennheiser CX 6.0BT,negative
"Not worth to 2k
","Not worth to 2k not at allNo bassNormal sound qualityVery expensiveInstead but ant w56
",3,Sennheiser CX 6.0BT,neutral
"Earphones not working after an year itself.
","24 months warranty assured however the product got damaged in less than 14 months time
",1,Sennheiser CX 6.0BT,negative
"Disappointing product at this price point...!!!
","Sound quality is not good...Harsh irritating sound at high volume. Bass is also less. JBL ₹600 earphones has more bass than this.Total waste of money.
",1,Sennheiser CX 6.0BT,negative
"Worst headphone
","Worst headphone ever.this is the condition of headph within 1month.will never recommend anyone for this headph.waste of money.
",1,Sennheiser CX 6.0BT,negative
"Three Stars
","Product is not as expected. Just half of the money paid for it is worth😕
",3,Sennheiser CX 6.0BT,neutral
"One Star
","Dont buy this product its not the worth the volume is low ,low bass ,
",1,Sennheiser CX 6.0BT,negative
"Not as per expectation in this price
","Not so special because the sound quality & bass my expectation was much higher.
",2,Sennheiser CX 6.0BT,negative
"Not so great
","Expected much better quality from Sennheiser. Very less bass.
",3,Sennheiser CX 6.0BT,neutral
"HIGH price LOW quality
","In terms of performance this is low in quality. I am a regular user of sennheiser and using Cx275s which is far better in less price.
",1,Sennheiser CX 6.0BT,negative
"Three Stars
","Its good but same product price in Snapdeal is Rs1200...so,its bad deal in amazon Rs1680..
",3,Sennheiser CX 6.0BT,neutral
"Mostly headset gets damaged
","Skull candy and this senheiser are same thong
",3,Sennheiser CX 6.0BT,neutral
"One Star
","Not recommended for music lover. Bass is less
",1,Sennheiser CX 6.0BT,negative
"Not working with moto g5s plus
","Not working with moto g5s plus, the earphone jack is too tight to insert into mobile socket. Once replaced then Returning it at last.
",1,Sennheiser CX 6.0BT,negative
"Beware if you're not a senheiser fan!
","Not durable even for 2 years warranty. Couldn't find it better than my existing headphones... That I received with my samsung smartphone!
",1,Sennheiser CX 6.0BT,negative
"Don't buy for bass
","Don't buy if you like bass heavy stuff. Really disappointed by the bass. IOtherwise very comfortable, has a premium feel to it
",3,Sennheiser CX 6.0BT,neutral
"how can i replace defective headphone??
","product got sound issue for one of the side of headset.have got a warranty of 2 year..how can i replace the defective product..????
",1,Sennheiser CX 6.0BT,negative
"Left side of the earphone stops working in around 6 months!
","Within the first 6 months, the left side stopped working, so I got it replaced (As it was in warranty).The replaced product too faced the same problem and the left side was producing extremely low sounds and eventually stopped completely.
",1,Sennheiser CX 6.0BT,negative
"Poor quality wire and jack head
","The quality of the wire and jack head is poor my earphones have stopped working
",1,Sennheiser CX 6.0BT,negative
"Uncomfortable sound quality.
","Unexpected sound quality, too much treble, uncomfortable sound quality. I want to return but there is no option for change in Amazon.
",2,Sennheiser CX 6.0BT,negative
"Is it really premium?
","Sound delay while playing games.Bass zero. Terrible is too high. Sennheiser teally disappoint me by this product. Don't buy.
",2,Sennheiser CX 6.0BT,negative
"Poor cord
","They are really good but the cord is so turn it breaks from within and is useless in a few weeks
",2,Sennheiser CX 6.0BT,negative
"cheap quality
","cheap quality
",2,Sennheiser CX 6.0BT,negative
"Worst earphones...
","Worst earphones.. with bad sound quality.They dont even aacept returns! While talking on call there are lot of external sounds that disturb communication over phone..Please dont buy this product.
",1,Sennheiser CX 6.0BT,negative
"Product stopped working. No response from amazon
","This product stopped working within 1 month. Amazon disconnecting call multiple times without even trasfering to the executive. Poor.
",1,Sennheiser CX 6.0BT,negative
"Durability issue
","not good in part of durability
",3,Sennheiser CX 6.0BT,neutral
"Too pricey
","Overall good sound but not effective bass
",3,Sennheiser CX 6.0BT,neutral
"Don't buy it
","0 bass, worst quality for sennheiser, 180 is way better than this.
",1,Sennheiser CX 6.0BT,negative
"Poor bass compared to other earphone in same price and loudness was not there
","The loudness was very low as well as the bass
",3,Sennheiser CX 6.0BT,neutral
"not worth
","bought this before 2 months and stopped working. totally waste of money. not recommended.
",1,Sennheiser CX 6.0BT,negative
"Not so good
","if you guys are ready to spend 2k, I will suggest you to purchase JBL headphones because in this price you can get better quality sound.
",3,Sennheiser CX 6.0BT,neutral
"One Star
","poor
",1,Sennheiser CX 6.0BT,negative
"One side not audible
","Out of two years warranty it's not even one year. One side earphone is not audible .How do I get this repaired now ?
",1,Sennheiser CX 6.0BT,negative
"Not durable
","Worst product quality...... Seriously don't buy...... Wire is too thin and maximum 3 to 4 months it will come
",1,Sennheiser CX 6.0BT,negative
"Mic issue with OP5
","I use it with OP5 and the mic doesn't work. Although I checked with other phones it works but the Jack I guess is not fitting appropriately.
",3,Sennheiser CX 6.0BT,neutral
"Look for other options before spending 1500 for this product.
","Product is ok not durable feels will not last long. Missing base output not that good.
",1,Sennheiser CX 6.0BT,negative
"Good decent sound, little expensive
","Not suitable for all phones, please check if your phone is compatible before placing an order.. Works well with Xperia
",3,Sennheiser CX 6.0BT,neutral
"Three Stars
","Mic is not good as audio on the other size is not audible if we move mic little away
",3,Sennheiser CX 6.0BT,neutral
"Not per my expectations
","It was not according to my expectations......also the mic is not working with my Oppo F1s ..... Fed with this.....bought it today itself and it is giving me problem
",2,Sennheiser CX 6.0BT,negative
"Overpriced earphones
","Not happy with the quality of the product, this is not a genuine Sennheiser productI want you to refund my money
",1,Sennheiser CX 6.0BT,negative
"Dont buy this instead get sony
","Worst set of earphones i ever used one side stopped working under 2 months thw wire is very thin and delicate ...next time they should build more durable earphones
",1,Sennheiser CX 6.0BT,negative
"It's outdated! Plz don't buy..
","Skullcandy is far better in terms of build quality and sound clarity!
",3,Sennheiser CX 6.0BT,neutral
"Sound quality is good, mic as well
","Sound quality is good, mic as well.Sad part was that the 3.5mm jack connector broke into two pieces within a month
",1,Sennheiser CX 6.0BT,negative
"Poor quality of headset
","I bought it one month ago it worked nice but next month it got working instead of buying this buy jbl headsets
",1,Sennheiser CX 6.0BT,negative
"Don't buy this product.
","Don't buy this product. I have purchased 3 months back. Left side ear phone is not working.
",1,Sennheiser CX 6.0BT,negative
"🤔 Clarity is good. 😊 But i need the pouch
","Got today .Did not get the pouch as shown in pic .🤔Clarity is good .😊But i need the pouch. For 5star rating
",3,Sennheiser CX 6.0BT,neutral
"Mic stopped working after 3 weeks of purchase.
","Mic has stopped working after 3 weeks of purchase.  Really disappointed with the quality of products sold on amazon
",1,Sennheiser CX 6.0BT,negative
"Better to buy CX 180 if mic is not required
","Sound quality is good but,expected it would be better compared to cx 180 unfortunately there is no difference in sound quality . Wire quality is very poor.
",3,Sennheiser CX 6.0BT,neutral
"Waste
","Waste of money. Go for JBL
",2,Sennheiser CX 6.0BT,negative
"Two Stars
","cable is very thin and it tangles very bad also treble is very high not for bass lovers.
",2,Sennheiser CX 6.0BT,negative
"Not wroth... Not durable
","Not working within a month. Only one side is audible, even after always keeping in case.
",1,Sennheiser CX 6.0BT,negative
"Not so good headphone
","The headphones are good, but not as crisp sound as Sennheiser CX 180. Bass is not so good, more emphasis on treble. The L shaped converter does not work with smart phones.Packaging is good. Amazon delivery is swift. Replaced this item and new item was delivered in 2 days.
",3,Sennheiser CX 6.0BT,neutral
"worthless pice of ####
","Not worth at all. Belive me hip hop and bass guys.. This is not worth spending.. Either you buy cx180 or go for the best rated mdr-xb 50 for 2200.. It will be your best ever headphones by Sony. Quality is top notch. Do check it out.
",2,Sennheiser CX 6.0BT,negative
"Not impressed
","Bass effect is really poor! Not worth for 1500+ Rs. (When i bought it was 1529!!)
",2,Sennheiser CX 6.0BT,negative
"Handle with care.
","Sound quality is good. Noise cancellation is efficient. Bass is okay. Quality of wire is fragile.
",2,Sennheiser CX 6.0BT,negative
"Thumb Down
","Not meet the expectations
",1,Sennheiser CX 6.0BT,negative
"Into garbage within 6 montha
","The earphone is not working after 6 months of careful usage too. What the fun for paying so much price ??
",1,Sennheiser CX 6.0BT,negative
"The worst ear piece I ever bought.
","The worst ear piece I ever bought. Worst distortion of sound and is loose fitting in the socket in phone.
",1,Sennheiser CX 6.0BT,negative
"Three Stars
","Sennheiser cx180 is much better.. and the price is way too less!! Go for sennheiser cx180!!
",3,Sennheiser CX 6.0BT,neutral
"One side of speaker has no Sound
","Got defective item. One side of speaker has no sound. Its horrible experience with amazon. I don’t know why amazon is selling defective items.
",1,Sennheiser CX 6.0BT,negative
"The Quality of the sound is not good. I bought Street II earlier for half the ...
","The Quality of the sound is not good. I bought Street II earlier for half the price of this. This does not stand up to the quality of the Street II. Realized that not all Sennheiser is good.
",2,Sennheiser CX 6.0BT,negative
"Don't buy if you are music lover
","Product is not good and I want refund of this product but Amazon only showing exchange of item ,, where is the policy of instant refund ,, Amazon is going like Flipkart ,,
",1,Sennheiser CX 6.0BT,negative
"Screechy Sound
","Don’t buy... consider Apple or jbl
",2,Sennheiser CX 6.0BT,negative
"... work with laptop and the quality of product is nice but the quality of sound is not up to ...
","these ear phones doesn't work with laptop and the quality of product is nice but the quality of sound is not up to the mark for quoted price. product is returned
",3,Sennheiser CX 6.0BT,neutral
"Not value for money
","Does not get good sound
",3,Sennheiser CX 6.0BT,neutral
"Product was not good as i expected
","May be there is a problem in base, in one speaker sound was clear but in another speaker less sound i heard so i want to replace it
",1,Sennheiser CX 6.0BT,negative
"i could not hear from one of the earpiece only ...
","i could not hear from one of the earpiece only after 1 month of use . the product has a warranty for 6 months ,how can i get areplacement?
",1,Sennheiser CX 6.0BT,negative
"Improve the sound quality please
","Sound quality not upto the expectation...
",3,Sennheiser CX 6.0BT,neutral
"Disappointed
","The connector is damn disgusting..I've replaced it for 2 times..still it's worthless..i can't use it..not value for money
",3,Sennheiser CX 6.0BT,neutral
"Worst product ever
","The wire is automatically breaking in various point in wire....sound quality is good but the wire quality is very poor...
",1,Sennheiser CX 6.0BT,negative
"money wastage products
","totally disgusting headphone. i bought it @1649. truelly money wastage.
",3,Sennheiser CX 6.0BT,neutral
"Not compatible ear phones
","Mic is not working or it's not compatible with all the devices, where in its said universal compatibility ear phones.
",2,Sennheiser CX 6.0BT,negative
"I suggest Nokia or any other headset
","Audio quality is fine but microphone is simply pathetic. It is embarrassing if you ask me. I would suggest to use Nokia headsets.
",3,Sennheiser CX 6.0BT,neutral
"Costly.
","You can have CX180 with very much less periode, and somewhat equal quality. I would prefer CX180 over this one.
",2,Sennheiser CX 6.0BT,negative
"Good
","It's good but not as good as apple ear phone
",3,Sennheiser CX 6.0BT,neutral
"Not worth it
","Wire is thin material and not durable also I received defective earphone twice, I do not recommend this to buy.
",1,Sennheiser CX 6.0BT,negative
"Not durable at all, stopped working in under 8 months
","PROS: Great sound quality, good bassCONS:Not at all durable, stopped working in under 8 months and not worth the price
",2,Sennheiser CX 6.0BT,negative
"Don't have value for money
","Don't have the value for money. Sound quality is not up to what's expected from Sennheiser. Mediocre performance
",2,Sennheiser CX 6.0BT,negative
"Average sound quality
","Sound quality is not good as Sony.
",3,Sennheiser CX 6.0BT,neutral
"One Star
","Very very bad quality of sound can't imagine it's a sennheiser company quality
",1,Sennheiser CX 6.0BT,negative
"Good for Listening Music
","Not suitable for my Mi phone but it is good for playing music
",3,Sennheiser CX 6.0BT,neutral
"The sound is just OK. You can get the ...
","The sound is just OK. You can get the same for products at around 1000 with no discount. The wires are ultra thin, not sure how many days it is gonna last me. All in all, not worth the money.
",2,Sennheiser CX 6.0BT,negative
"Try your luck, not so good.
","It's been about a year and the product came with 2 years guarantee. The jack needs bit of adjustment everytime i plug in and the mic isnt always clear. Not so happy in hindsight; could have got something better for what I paid.
",2,Sennheiser CX 6.0BT,negative
"Average
","The wire is very thin and sound quality not expected.Also not suitable for all mobiles.
",2,Sennheiser CX 6.0BT,negative
"I m return this bcoz of more treble
","Treble is very high after increasing volume more than 70%.and its irritated more.vocal and all good around 60 to 70%.
",3,Sennheiser CX 6.0BT,neutral
"Seal was broken
","The seal of the product was already broken.
",1,Sennheiser CX 6.0BT,negative
"Worst experience.....
","I'm very disappointed with the earphone.As the product is the damaged  and used one.It's totally fake product.
",1,Sennheiser CX 6.0BT,negative
"THIN WIRE.
","Earphone sound quality is good but the problem is the wire.. The wire is very thin.. It would be broken very easily...
",3,Sennheiser CX 6.0BT,neutral
"Not bad
","Sound quality is good but cable quality is not up to the mark..
",2,Sennheiser CX 6.0BT,negative
"Average product
","Sound quality could have been better
",3,Sennheiser CX 6.0BT,neutral
"Dont go with the brand name.. Akg K321 is far better than this..
","price is too high...bass is not so deep.. its the headache to find left & right side of the earphone..the below side of the left side has been automatically go cut off just go for AKG K321(its from Harman).. it has has deep and tremendous bass..
",2,Sennheiser CX 6.0BT,negative
"Sorry, disappointed.
","Didn't like it much. Bass was non existent and at high volume the sound is just piercing the drums.
",2,Sennheiser CX 6.0BT,negative
"Not good for iPhone
","For android its ok, but needs an equalizer app. In iPhone doesn’t hav bass at all.
",1,Sennheiser CX 6.0BT,negative
"sound quality is OK noise cancellation i good.. Sony MDR-XB30EX In-Ear Extra Bass Stereo Headphone ...
","buy this product on last week(3-7-2015)guys, pl z don't expect more bass.sound quality is OKnoise cancellation i good. .Sony MDR-XB30EX In-Ear Extra Bass Stereo Headphone  this one is much better than sennheiser. on my experince.
",3,Sennheiser CX 6.0BT,neutral
"Two Stars
","The jack has started malfunctioning in 8 months.
",2,Sennheiser CX 6.0BT,negative
"It is slightly better than 1more piston fit which is half in price
","I was expecting more from this one specially after watching so many reviewers praising this product but i was just ok
",3,Sennheiser CX 6.0BT,neutral
"... high end earphones then this is one of the best. these earphones are quite good but the thing ...
","if you are new to listening music and never heard music on a high end earphones then this is one of the best . these earphones are quite good but the thing is i am used to crisp music that doesnt hurt my ear. this has a little disturbing treble  .  noise cancellation is perfect
",3,Sennheiser CX 6.0BT,neutral
"Warranty related query
","I bought this one in Dec-17, but mike is not working. I want to claim warranty. Pls let me know the process.
",3,Sennheiser CX 6.0BT,neutral
"Average product for bass lovers.
","Bass average. Earphone is not optimal supported in OnePlus Phones. I hear a lot of noise. Bass is not clear.
",3,Sennheiser CX 6.0BT,neutral
"Not good for high volume music
","If we increase the sound then it gives unwanted noise.Worst even rupees 50 earphone is better then this amount earphone.
",1,Sennheiser CX 6.0BT,negative
"Left earpiece issue.
","Don't go for it. After 3 weeks the no sound is coming from the left earpiece.
",1,Sennheiser CX 6.0BT,negative
"One ear plug stopped working after 3 months
","Its been only 3 months and one ear plug has stopped working .. Now I have go through whole process to claim warrantly
",1,Sennheiser CX 6.0BT,negative
"problem within a week
","I never expected this frm senheisser...within one week...earphones plugging was bad...i. had to hold it (plug)with my hand to get the both earphones working...i ordered for a replacement from amazon..hope i get it....the earphones are aweome though..except for this plugging in problem for me... :( senheisser...
",1,Sennheiser CX 6.0BT,negative
"Ohk ohkk type
","From design and comfort point of view it is great but sound quality is not outdtanding. It is ohk to have it while considering the price point you may get a better deal in skullcandy or any other medium range Earfones. Nothing great to mention here.
",3,Sennheiser CX 6.0BT,neutral
"Not worth the money.
","Sound not worth the money. Not satisfied with the product. It's better to go for same range skull candy.
",2,Sennheiser CX 6.0BT,negative
"Worst Ever buying experience
","Worst than ever i brought ... I got a faulty product .. many items are faulty ... Please don't go with this product
",1,Sennheiser CX 6.0BT,negative
"Two Stars
","Product s sound quality is good.but material quality is poor.Wear n tear
",2,Sennheiser CX 6.0BT,negative
"not producing high quality soothing sound when plugged in to Lenovo Vibe P1
","It is not producing high quality soothing sound when plugged in to Lenovo Vibe P1. May be it is made for some special mobile phones only.I returned it...thanks to Amazon speedy service and return policy...Appreciate it....
",2,Sennheiser CX 6.0BT,negative
"Fine
","Fine
",3,Sennheiser CX 6.0BT,neutral
"Sharp on low sound bass not good.
","Sound  not pleasant.  Sharp on low sound bass not good.
",2,Sennheiser CX 6.0BT,negative
"One Star
","Decent product.. No need to pay 1000 for a microphone. I got cut in wire
",1,Sennheiser CX 6.0BT,negative
"Not worth the price
","The sound quality is  just up to the level of a normal low cost headset below 500 Rs. It's not worth the price. I am giving 2 stars only because the delivery of this product was very fast with good packaging.
",2,Sennheiser CX 6.0BT,negative
"Three Stars
","Ok not upto the mark.
",3,Sennheiser CX 6.0BT,neutral
"Ok ear phone... no big difference compared with smaller range earphones.
","Ok ear phone... no big difference compared with smaller range earphones.
",3,Sennheiser CX 6.0BT,neutral
"Ordered thinking it will have good bass but my micromax ear phone was better
","Price is too high for this normal sound ear phone. Ordered thinking it will have good bass but my micromax ear phone was better. This is brand price n not product quality price
",1,Sennheiser CX 6.0BT,negative
"Good sound and ambience but bad material quality
","I got product with missing pouch.I got replacement for it the next day.The second product had loose microphone button.
",3,Sennheiser CX 6.0BT,neutral
"Three Stars
","Ok
",3,Sennheiser CX 6.0BT,neutral
"Definitely NO!!!!
","The wires came apart in jus a week's time. Total waste of money. JBL is way better
",1,Sennheiser CX 6.0BT,negative
"Sound quality is very good, but some unwanted flicking sound is coming in ...
","Sound quality is very good, but some unwanted flicking sound is coming in left ear peice, which is very annoying
",1,Sennheiser CX 6.0BT,negative
"One month use left side can't work properly
","This headphones left side can't work properly after one month of use low sound than right. Don't buy it.
",3,Sennheiser CX 6.0BT,neutral
"Problems of volume. But worth it.
","Not worth it. Basic problems of volume. Had to keep adjusting the inear piece to get a decent volume. Gave up after a while.
",1,Sennheiser CX 6.0BT,negative
"No noise cancellation
","No noise cancellation is available.. any small sound around gets thru headset..
",3,Sennheiser CX 6.0BT,neutral
"Bad quality sound
","The sound quality was very bad. There is a shrill sound in these earphones which is very irritating to the ears.
",1,Sennheiser CX 6.0BT,negative
"Quality
","Head Phone doesn't to work more than 6 to 8 month...after that it's start to create connection problem.
",2,Sennheiser CX 6.0BT,negative
"Not a durable product
","The wire of the headphone is not durable. The sound quality is good, but the wire cannot survive daily usage.
",2,Sennheiser CX 6.0BT,negative
"Need to replace the product
","The mic is not working, problem started xouple of days back, dont know what to do. Can the product be replaced.
",1,Sennheiser CX 6.0BT,negative
"Poor quality material
","The material quality is bad. It's too painful to the ears. No value for money.
",1,Sennheiser CX 6.0BT,negative
"Not value for money
","I like it.but at this price i dislike it
",3,Sennheiser CX 6.0BT,neutral
"One Star
","Got fake product send it back
",1,Sennheiser CX 6.0BT,negative
"1-2 mahine bad sound bahut slow ho
","Bakwas h...1-2 mahine bad sound bahut slow ho gaya
",1,Sennheiser CX 6.0BT,negative
"Three Stars
","Good sound facility but too costlier to buy..
",3,Sennheiser CX 6.0BT,neutral
"Too pricey for the same quality. You can get ...
","Too pricey for the same quality. You can get same quality for much, much lesser. The biggest usp they have is that it suppresses outside noise. Yes it does, but too pricey for just that.
",2,Sennheiser CX 6.0BT,negative
"Not value for money
","Not value for money. Overpriced.If you are looking for Bass and balanced sound don't go for this product.Trebles are on a high giving you a headache.
",2,Sennheiser CX 6.0BT,negative
"Not Recommended
","The sound quality and mic are very good, but the headphone's wires are too thin and I'm afraid of it's durability.
",3,Sennheiser CX 6.0BT,neutral
"Duplicate product
","Worst qaulity. Its a duplicate profuct from amazon.
",1,Sennheiser CX 6.0BT,negative
"Fake Product
","I bought again but this time it is duplicate. Not working properly. And my replacement window is over
",1,Sennheiser CX 6.0BT,negative
"Bass Ok
","I am not happy with the bass quality. Other headphones with the same range provides good bass quality
",3,Sennheiser CX 6.0BT,neutral
"The jack got a bend so easily. Headset is so delicate
","I bought it. Returned it.Wires are not rigid. The jack got a bend so easily. Headset is so delicate.Performance is good.
",3,Sennheiser CX 6.0BT,neutral
"One Star
","Mic malfunction does not work after a years usage
",1,Sennheiser CX 6.0BT,negative
"Don't purchase offer material,it's feels like 2nd copy
","I thought while hearing bass boosted music it's very loud and hurt's the ear
",1,Sennheiser CX 6.0BT,negative
"Bad quality
","Buyed 1 month ago and now one of the ear bud is not working
",1,Sennheiser CX 6.0BT,negative
"Very bad don't buy anything like this online... Cheaters
","Within 7 months... One earbud is damaged!  Even though after taking care of it with so much care!
",2,Sennheiser CX 6.0BT,negative
"Totally disappointed with this fragile one
","Within few days it got repaired.Receiving high volume from the right earpiece and low volume from the left.After wearing it for sometimes headache starts.Totally disappointed with this fragile one.
",1,Sennheiser CX 6.0BT,negative
"otherwise quality is good..
","No bass, low sound, otherwise quality is good..
",3,Sennheiser CX 6.0BT,neutral
"Fit to ear but sound is not that great..
","Fit to ear but sound is not that great..material thin , delicate ...Rest u can purchase to see
",3,Sennheiser CX 6.0BT,neutral
"cx180 is much better than thi in soun quaity
","cx180 is much better than thi in soun quaity, the only additional thig is mic..so i am not staisfied ith bass low soun quality
",3,Sennheiser CX 6.0BT,neutral
"Disappointing.
","After seeing all the reviews was having very high expectation but the product disappoints!!! The product I received had no bass..nothing at all!!! May be a faulty product.Ordered JBLT200A instead and its a lot better one with very less price.
",2,Sennheiser CX 6.0BT,negative
"Decent product but fit is not right for me hence too difficult to use.
","I had a problem with the fit of the product and that makes it difficult to use it.
",2,Sennheiser CX 6.0BT,negative
"Two Stars
","Great headphones for clarity. But right side stopped working after 4 months of use
",2,Sennheiser CX 6.0BT,negative
"Three Stars
","it's not good earphone. No bass and yes for noise cancellation it's a good one.
",3,Sennheiser CX 6.0BT,neutral
